val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.6242658495903015,0.4421052634716034,0.5,0.4421052634716034,1.0,0,26,,,,,
,,,,,0,26,0.6288542151451111,,,,
0.6241243481636047,0.4421052634716034,0.5,0.4421052634716034,1.0,1,53,,,,,
,,,,,1,53,0.5983096957206726,,,,
0.6162639260292053,0.6526315808296204,0.6343216300010681,0.6451612710952759,0.4761904776096344,2,80,,,,,
,,,,,2,80,0.5386654734611511,,,,
0.5986990332603455,0.7157894968986511,0.7008086442947388,0.7272727489471436,0.5714285969734192,3,107,,,,,
,,,,,3,107,0.4953262507915497,,,,
0.6239638924598694,0.7473683953285217,0.7414644956588745,0.7250000238418579,0.6904761791229248,4,134,,,,,
,,,,,4,134,0.4520646333694458,,,,
0.5702853798866272,0.7157894968986511,0.7008086442947388,0.7272727489471436,0.5714285969734192,5,161,,,,,
,,,,,5,161,0.4152654707431793,,,,
0.5819635987281799,0.7263157963752747,0.712713360786438,0.7352941632270813,0.5952380895614624,6,188,,,,,
,,,,,6,188,0.3674800992012024,,,,
0.541765570640564,0.7473683953285217,0.7365228533744812,0.75,0.6428571343421936,7,215,,,,,
,,,,,7,215,0.33041200041770935,,,,
0.6317028999328613,0.7473683953285217,0.7340521812438965,0.7647058367729187,0.6190476417541504,8,242,,,,,
,,,,,8,242,0.2950986325740814,,,,
0.562100350856781,0.7052631378173828,0.691374659538269,0.7058823704719543,0.5714285969734192,9,269,,,,,
,,,,,9,269,0.2448597401380539,,,,
0.49108508229255676,0.7789473533630371,0.7697663903236389,0.7837837338447571,0.6904761791229248,10,296,,,,,
,,,,,10,296,0.2217434048652649,,,,
0.5710065364837646,0.75789475440979,0.7484278082847595,0.7567567229270935,0.6666666865348816,11,323,,,,,
,,,,,11,323,0.2106153666973114,,,,
0.6609309315681458,0.7368420958518982,0.7221473455429077,0.7575757503509521,0.5952380895614624,12,350,,,,,
,,,,,12,350,0.19309578835964203,,,,
0.6840856671333313,0.75789475440979,0.7434860467910767,0.7878788113594055,0.6190476417541504,13,377,,,,,
,,,,,13,377,0.18654580414295197,,,,
0.7238407135009766,0.7473683953285217,0.7340521812438965,0.7647058367729187,0.6190476417541504,14,404,,,,,
,,,,,14,404,0.18202973902225494,,,,
0.768836498260498,0.75789475440979,0.7459568381309509,0.7714285850524902,0.6428571343421936,15,431,,,,,
,,,,,15,431,0.14495381712913513,,,,
0.6955762505531311,0.7263157963752747,0.7077717781066895,0.76666659116745,0.5476190447807312,16,458,,,,,
,,,,,16,458,0.10899322479963303,,,,
0.6869677305221558,0.75789475440979,0.7434860467910767,0.7878788113594055,0.6190476417541504,17,485,,,,,
,,,,,17,485,0.12519027292728424,,,,
0.608397901058197,0.7368420958518982,0.7221473455429077,0.7575757503509521,0.5952380895614624,18,512,,,,,
,,,,,18,512,0.11470245569944382,,,,
0.622486412525177,0.75789475440979,0.7410151958465576,0.806451678276062,0.5952380895614624,19,539,,,,,
,,,,,19,539,0.09562064707279205,,,,
0.6906675100326538,0.7368420958518982,0.7196765542030334,0.774193525314331,0.5714285969734192,20,566,,,,,
,,,,,20,566,0.09916751086711884,,,,
0.7851797938346863,0.7368420958518982,0.7221473455429077,0.7575757503509521,0.5952380895614624,21,593,,,,,
,,,,,21,593,0.10694446414709091,,,,
0.5890438556671143,0.8105263113975525,0.8005390167236328,0.8333333134651184,0.7142857313156128,22,620,,,,,
,,,,,22,620,0.1293107569217682,,,,
0.8351629376411438,0.7684210538864136,0.7504492402076721,0.8333333134651184,0.5952380895614624,23,647,,,,,
,,,,,23,647,0.11057458072900772,,,,
0.7215753793716431,0.7789473533630371,0.7648246884346008,0.8181818127632141,0.6428571343421936,24,674,,,,,
,,,,,24,674,0.08243222534656525,,,,
