val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.8333438038825989,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,0,26,,,,,
,,,,,0,26,0.7879992127418518,,,,
0.8329794406890869,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,1,53,,,,,
,,,,,1,53,0.7877179980278015,,,,
0.8326464295387268,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,2,80,,,,,
,,,,,2,80,0.7874419093132019,,,,
0.8322672247886658,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,3,107,,,,,
,,,,,3,107,0.7871680855751038,,,,
0.8319147825241089,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,4,134,,,,,
,,,,,4,134,0.786891758441925,,,,
0.8315645456314087,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,5,161,,,,,
,,,,,5,161,0.7866067290306091,,,,
0.8312004208564758,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,6,188,,,,,
,,,,,6,188,0.7863361239433289,,,,
0.8308594822883606,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,7,215,,,,,
,,,,,7,215,0.7860574126243591,,,,
0.8305034637451172,0.5473684072494507,0.572102427482605,0.49253731966018677,0.7857142686843872,8,242,,,,,
,,,,,8,242,0.7857816815376282,,,,
0.830163836479187,0.5368421077728271,0.5626684427261353,0.4852941036224365,0.7857142686843872,9,269,,,,,
,,,,,9,269,0.7855210304260254,,,,
0.8298071026802063,0.5368421077728271,0.5626684427261353,0.4852941036224365,0.7857142686843872,10,296,,,,,
,,,,,10,296,0.7852449417114258,,,,
0.8294569849967957,0.5368421077728271,0.5626684427261353,0.4852941036224365,0.7857142686843872,11,323,,,,,
,,,,,11,323,0.7849726676940918,,,,
0.8291081190109253,0.5368421077728271,0.5626684427261353,0.4852941036224365,0.7857142686843872,12,350,,,,,
,,,,,12,350,0.7847028374671936,,,,
0.8287798166275024,0.5263158082962036,0.5532344579696655,0.47826087474823,0.7857142686843872,13,377,,,,,
,,,,,13,377,0.7844322323799133,,,,
0.828430712223053,0.5263158082962036,0.5532344579696655,0.47826087474823,0.7857142686843872,14,404,,,,,
,,,,,14,404,0.7841665744781494,,,,
0.8280568718910217,0.5263158082962036,0.5532344579696655,0.47826087474823,0.7857142686843872,15,431,,,,,
,,,,,15,431,0.783903181552887,,,,
0.8277466893196106,0.5263158082962036,0.5532344579696655,0.47826087474823,0.7857142686843872,16,458,,,,,
,,,,,16,458,0.7836279273033142,,,,
0.8274165987968445,0.5263158082962036,0.5532344579696655,0.47826087474823,0.7857142686843872,17,485,,,,,
,,,,,17,485,0.7833577990531921,,,,
0.8270400762557983,0.5263158082962036,0.5532344579696655,0.47826087474823,0.7857142686843872,18,512,,,,,
,,,,,18,512,0.7830930352210999,,,,
0.8266887664794922,0.5263158082962036,0.5532344579696655,0.47826087474823,0.7857142686843872,19,539,,,,,
,,,,,19,539,0.7828203439712524,,,,
0.8263684511184692,0.5157894492149353,0.5438005328178406,0.4714285731315613,0.7857142686843872,20,566,,,,,
,,,,,20,566,0.7825486660003662,,,,
0.8260266184806824,0.5157894492149353,0.5438005328178406,0.4714285731315613,0.7857142686843872,21,593,,,,,
,,,,,21,593,0.7822770476341248,,,,
0.825717031955719,0.5157894492149353,0.5438005328178406,0.4714285731315613,0.7857142686843872,22,620,,,,,
,,,,,22,620,0.7820116281509399,,,,
0.8253667950630188,0.5157894492149353,0.5438005328178406,0.4714285731315613,0.7857142686843872,23,647,,,,,
,,,,,23,647,0.7817428708076477,,,,
0.8250506520271301,0.5052631497383118,0.5343666076660156,0.4647887349128723,0.7857142686843872,24,674,,,,,
,,,,,24,674,0.7814679145812988,,,,
0.8247107863426208,0.5052631497383118,0.5343666076660156,0.4647887349128723,0.7857142686843872,25,701,,,,,
,,,,,25,701,0.7812078595161438,,,,
,,,,,26,702,,0.5466101765632629,0.5753204822540283,0.49132949113845825,0.817307710647583
,,,,,26,702,,0.555084764957428,0.5849359035491943,0.49714285135269165,0.8365384340286255
,,,,,26,702,,0.555084764957428,0.5849359035491943,0.49714285135269165,0.8365384340286255
